Customer Id,YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,Date_of_Occupancy,NumberOfWindows,Geo_Code,Claim
H17918,2012,1,1,V,N,O,R,1127,4,1930,6,75117,1
H18002,2012,1,1,V,N,O,R,1029,4,1930,6,75117,0
H18052,2012,1,1,V,N,O,R,765,4,1930,4,75117,0
H18058,2012,1,1,V,N,O,R,1096,4,1930,6,75117,0
H18171,2014,1,1,V,N,O,R,1736,4,1950,7,75117,1
H18329,2012,0.915300546,1,V,N,O,R,3000,4,1913,9,75117,1
H18330,2014,0.084931507,1,V,N,O,R,3000,4,1913,9,75117,0
H18446,2013,1,1,V,N,O,R,1300,4,1910,7,75117,1
H18907,2013,1,1,V,N,O,R,2670,4,1950,7,75117,0
H18934,2013,1,1,V,N,O,R,2327,4,1893,6,75117,0
H4949,2015,0.290410959,1,V,V,V,U,2651,4,,   .,75117,1
H5014,2012,1,1,N,V,V,U,2240,4,,   .,75117,0
H6021,2014,1,1,V,V,V,U,404,4,,   .,75117,0
H6022,2015,1,1,V,V,V,U,404,4,,   .,75117,0
H677,2012,1,1,V,V,V,U,793,4,,   .,75117,0
H678,2013,1,1,V,V,V,U,793,4,,   .,75117,0
H6896,2013,1,1,V,N,O,R,950,4,1950,4,75117,0
H714,2012,1,1,V,V,V,U,350,4,,   .,75117,0
H7202,2013,0.652054795,1,V,V,V,U,2754,4,1960,   .,75117,1
H7471,2015,1,1,N,V,V,U,418,4,1960,   .,75117,0
H12633,2013,1,1,N,V,V,U,1780,4,1960,   .,75118,1
H12635,2015,0.41369863,1,N,V,V,U,1780,4,1960,   .,75118,0
H13078,2014,1,1,N,V,V,U,600,4,1960,   .,75118,0
H13079,2016,0.99726776,1,N,V,V,U,600,4,1960,   .,75118,0
H13983,2012,1,1,N,V,V,U,2015,4,1960,   .,75118,1
H13984,2013,0.246575342,1,N,V,V,U,2015,4,1960,   .,75118,0
H14103,2014,1,1,N,V,V,U,550,4,1960,   .,75118,0
H14104,2015,1,1,N,V,V,U,550,4,1960,   .,75118,1
H15011,2012,1,1,N,V,V,U,500,4,1960,   .,75118,0
H15389,2013,0.136986301,1,V,N,O,R,1700,4,1959,7,75118,1
H15942,2015,1,1,V,N,O,R,900,4,1920,4,75118,0
H16112,2016,1,1,V,N,O,R,2000,4,1900,7,75118,0
H16559,2012,1,1,V,N,O,R,500,4,1930,4,75118,0
H16560,2015,1,1,V,N,O,R,500,4,1930,4,75118,0
H16975,2014,1,1,V,N,O,R,380,4,1950,4,75118,1
H17069,2013,1,1,V,N,O,R,750,4,1950,7,75118,0
H1708,2012,1,1,V,N,O,R,1755,4,1880,5,75118,0
H17343,2014,1,1,V,N,O,R,1368,4,1900,7,75118,1
H17641,2013,1,0,V,N,O,R,3448,4,1960,>=10,75118,1
H18185,2014,0,1,V,N,O,R,4235,4,1970,9,75118,0
H18967,2013,1,1,V,N,O,R,1200,4,1830,6,75118,0
H18968,2014,1,1,V,N,O,R,1200,4,1830,6,75118,0
H18969,2016,0.99726776,1,V,N,O,R,1200,4,1830,6,75118,0
H19006,2014,1,1,V,N,O,R,2200,4,1904,7,75118,1
H19725,2015,0.334246575,0,V,N,O,R,2720,4,1974,8,75118,0
H362,2015,1,1,V,V,V,U,403,4,1980,   .,75118,0
H4053,2013,1,1,V,N,O,R,975,4,1900,7,75118,1
H4055,2015,1,1,V,N,O,R,975,4,1900,7,75118,0
H4113,2012,1,1,N,V,V,U,1710,4,,   .,75118,1
H4114,2014,1,1,N,V,V,U,1710,4,,   .,75118,1
H4115,2015,1,1,N,V,V,U,1710,4,,   .,75118,1
H4258,2012,1,1,N,V,V,U,1840,4,,   .,75118,1
H4259,2013,1,1,N,V,V,U,1170,4,,   .,75118,0
H4821,2014,1,1,V,N,O,R,1650,4,1900,8,75118,1
H4822,2013,1,1,V,N,O,R,1802,4,1900,9,75118,0
H5047,2014,1,1,N,V,V,U,600,4,,   .,75118,0
H6295,2015,1,1,V,N,O,R,981,4,1900,5,75118,1
H680,2016,0.99726776,1,V,V,V,U,316,4,,   .,75118,0
H7191,2013,1,1,V,N,O,R,2200,4,1930,7,75118,1
H7192,2014,1,1,V,N,O,R,2200,4,1930,7,75118,1
H7416,2012,1,1,N,V,V,U,750,4,,   .,75118,0
H13138,2014,1,1,N,V,V,U,1390,4,1960,   .,75119,1
H13703,2012,1,1,N,V,V,U,2740,4,1960,   .,75119,1
H14495,2014,1,1,N,V,V,U,450,4,1960,   .,75119,1
H14903,2013,1,1,N,V,V,U,615,4,1960,   .,75119,0
H14904,2016,0.99726776,1,N,V,V,U,615,4,1960,   .,75119,0
H15082,2013,1,1,V,N,O,R,978,4,1920,5,75119,0
H15083,2016,0.99726776,1,V,N,O,R,978,4,1920,5,75119,1
H16206,2014,1,1,V,N,O,R,380,4,1900,4,75119,0
H16972,2012,1,1,V,N,O,R,590,4,1930,6,75119,0
H18312,2012,0.836065574,1,V,N,O,R,2300,4,1954,5,75119,0
H18820,2012,0.303278689,1,V,N,O,R,3350,4,1970,8,75119,1
H18821,2014,0.695890411,1,V,N,O,R,3350,4,1970,8,75119,0
H19110,2014,1,1,V,N,O,R,4656,4,1973,>=10,75119,0
H3477,2016,0.114754098,0,V,N,O,R,840,4,1895,7,75119,0
H4106,2016,0.99726776,1,V,N,O,R,800,4,1920,6,75119,1
H6040,2012,1,1,V,V,V,U,260,4,,   .,75119,0
H6375,2012,0.158469945,1,V,V,V,U,1000,4,,   .,75119,0
H674,2013,1,1,V,V,V,U,410,4,,   .,75119,0
H676,2015,0.665753425,1,V,V,V,U,410,4,,   .,75119,0
H13302,2015,0,0,V,N,O,R,495,4,1920,5,75120,0
H13303,2016,0.795081967,0,V,N,O,R,495,4,1920,5,75120,0
H13305,2014,1,1,N,V,V,U,630,4,1980,   .,75120,0
H13538,2016,0.99726776,1,N,V,V,U,850,4,1960,   .,75120,0
H14346,2016,1,1,N,V,V,U,540,4,1960,   .,75120,0
H15441,2012,1,1,V,N,O,R,7160,4,2006,6,75120,1
H16106,2014,1,1,V,N,O,R,891,4,1950,2,75120,0
H16107,2015,0.246575342,1,V,N,O,R,891,4,1950,2,75120,0
H16132,2013,1,1,V,N,O,R,1410,4,1980,6,75120,1
H17409,2012,1,1,V,N,O,R,1970,4,2002,5,75120,0
H17410,2013,1,1,V,N,O,R,1970,4,2002,5,75120,1
H17411,2014,1,1,V,N,O,R,1970,4,2002,5,75120,0
H1802,2012,1,1,V,V,V,U,728,4,,   .,75120,1
H338,2016,1,0,V,V,V,U,326,4,1960,   .,75120,1
H3420,2012,1,1,V,V,V,U,22,4,,   .,75120,0
H3849,2013,1,0,N,V,V,U,350,4,1960,   .,75120,0
H5461,2016,1,0,N,V,V,U,500,4,1960,   .,75120,0
H5697,2014,1,1,V,N,O,R,150,4,1900,2,75120,0
H5781,2014,1,1,V,N,O,R,800,4,2011,3,75120,1
H5937,2014,1,1,V,N,O,R,800,4,1930,1,75120,0
H7120,2013,1,1,V,V,V,U,4500,4,1960,   .,75120,1
H7121,2014,1,1,V,V,V,U,4500,4,1960,   .,75120,1
H7450,2013,1,0,N,V,V,U,1300,4,1960,   .,75120,0
H14657,2012,1,0,N,V,V,U,3200,2,1988,   .,76217,1
H19798,2016,0.99726776,0,V,N,O,R,715,2,1958,4,76217,0
H2612,2012,1,0,V,V,V,U,150,2,1960,   .,76217,1
H2710,2012,1,0,V,V,V,U,550,2,1960,   .,76217,0
H2711,2016,0.99726776,0,V,V,V,U,550,2,1960,   .,76217,0
H5792,2012,1,0,V,V,V,U,120,2,,   .,76217,0
H5747,2016,1,0,V,N,O,R,605,2,1950,4,76231,0
H2843,2013,1,0,V,V,V,U,950,2,,   .,76235,1
H14960,2012,1,0,V,N,O,R,320,2,1940,3,76254,0
H17260,2012,1,1,V,N,O,R,1300,2,2004,4,76255,0
H17286,2013,1,1,V,N,O,R,6780,2,1971,4,76255,1
H17287,2015,1,1,V,N,O,R,6780,2,1971,4,76255,1
H13611,2014,1,0,V,N,O,R,2400,2,1959,6,76259,0
H13612,2016,0.967213115,0,V,N,O,R,2400,2,1959,6,76259,0
H13760,2012,1,0,V,N,O,R,630,2,1970,3,76259,0
H14675,2014,0.747945205,0,V,N,O,R,150,2,1940,3,76259,0
H14676,2016,0.99726776,0,V,N,O,R,150,2,1940,3,76259,0
H14948,2013,1,0,V,N,O,R,3300,2,1958,6,76259,0
H15096,2015,1,0,V,N,O,R,1580,2,1970,4,76259,0
H15097,2016,0.967213115,0,V,N,O,R,1580,2,1970,4,76259,1
H15392,2013,1,0,V,N,O,R,1680,2,2008,3,76259,0
H16704,2014,1,0,V,N,O,R,1535,2,1965,5,76259,0
H16798,2014,1,0,V,N,O,R,1331,2,1950,2,76259,0
H16800,2016,0.967213115,0,V,N,O,R,3065,2,1965,8,76259,0
H17025,2013,1,0,V,N,O,R,3752,2,2008,3,76259,1
H12963,2013,1,0,N,V,V,U,410,2,1960,   .,76351,0
H13902,2014,1,1,V,N,O,R,1052,2,1977,5,76351,1
H13903,2015,0.161643836,1,V,N,O,R,1052,2,1977,5,76351,0
H14009,2012,1,1,N,V,V,U,800,2,1960,   .,76351,0
H14010,2013,1,1,N,V,V,U,800,2,1960,   .,76351,0
H14011,2014,1,1,N,V,V,U,800,2,1960,   .,76351,0
H14017,2013,1,1,V,N,O,R,2190,2,1970,5,76351,0
H14342,2013,0.120547945,0,V,N,O,R,2700,2,1960,4,76351,0
H14936,2015,0.882191781,1,N,V,V,U,600,2,1980,   .,76351,0
H1651,2014,0.6,1,V,V,V,U,1957,2,1960,   .,76351,0
H18159,2012,0.909836066,1,V,N,O,R,280,2,1880,2,76351,0
H18160,2013,1,1,V,N,O,R,280,2,1880,2,76351,0
H18517,2014,1,1,V,N,O,R,11810,2,1970,6,76351,1
H2028,2013,1,0,V,N,O,R,296,2,1950,4,76351,0
H2029,2014,0.084931507,0,V,N,O,R,296,2,1950,4,76351,0
H2181,2014,1,0,V,N,O,R,750,2,1850,5,76351,0
H3227,2012,0,0,V,V,V,U,390,2,,   .,76351,1
H4090,2012,1,0,V,V,V,U,637,2,1960,   .,76351,0
H4354,2012,1,0,N,V,V,U,385,2,1960,   .,76351,0
H538,2014,1,0,V,N,O,R,590,2,1960,5,76351,0
H539,2016,1,0,V,N,O,R,590,2,1960,5,76351,0
H540,2012,1,0,V,V,V,U,329,2,1960,   .,76351,0
H672,2013,1,0,V,V,V,U,660,2,1960,   .,76351,1
H6245,2015,1,0,V,N,O,R,1020,2,1969,3,76410,0
H13977,2013,1,0,V,N,O,R,921,2,1950,4,76540,0
H13978,2015,1,0,V,N,O,R,921,2,1950,4,76540,0
H16782,2014,1,0,V,N,O,R,1815,2,1960,4,76540,0
H18592,2012,0.464480874,0,V,N,O,R,652,2,1900,3,76540,0
H18593,2014,1,0,V,N,O,R,652,2,1900,3,76540,0
H19905,2016,0.571038251,0,V,N,O,R,311,2,1940,4,76540,0
H4330,2015,1,1,N,V,V,U,400,2,,   .,76540,0
H4945,2012,1,1,V,N,O,R,450,2,1900,5,76540,1
H5320,2016,1,0,N,V,V,U,200,2,1960,   .,76540,0
H5448,2013,1,0,N,V,V,U,200,2,1960,   .,76540,0
H7394,2016,0.99726776,0,V,N,O,R,150,2,1900,3,76540,0
H3027,2014,0.668493151,0,V,V,V,U,825,2,1980,   .,76552,0
H5915,2016,1,0,V,N,O,R,612,2,1985,3,76613,1
H14747,2015,1,0,V,N,O,R,2074,2,2000,4,76655,0
H16170,2013,1,0,V,N,O,R,678,2,1950,2,76655,1
H15384,2012,1,1,V,N,O,R,15026,2,1950,>=10,76681,0
H15385,2013,1,1,V,N,O,R,15026,2,1950,>=10,76681,1
H14950,2015,1,0,V,N,O,R,1213,2,1956,4,76719,1
H17924,2012,1,1,V,N,O,R,3198,2,2011,4,77018,0
H17925,2015,1,1,V,N,O,R,3198,2,2011,4,77018,0
H14225,2014,1,0,N,V,V,U,7000,2,1988,   .,77053,1
H14258,2012,1,1,N,V,V,U,1680,2,1988,   .,77053,0
H18646,2015,1,0,V,N,O,R,5343,2,2000,4,77053,1
H17003,2015,0.983561644,1,V,N,O,R,9994,2,2010,5,77058,1
H17478,2012,1,0,V,N,O,R,710,2,2003,4,77058,0
H17480,2014,1,0,V,N,O,R,710,2,2003,4,77058,0
H2753,2012,1,0,V,N,O,R,900,2,1900,4,77075,0
H18136,2015,0.997260274,0,V,N,O,R,500,2,1960,2,77083,0
H5231,2013,1,0,V,V,V,U,280,2,1960,   .,77088,0
H4556,2012,1,1,N,V,V,U,1425,2,,   .,77108,0
H4557,2013,1,1,N,V,V,U,1425,2,,   .,77108,0
H4558,2014,1,1,N,V,V,U,1425,2,,   .,77108,1
H13516,2012,1,1,N,V,V,U,3400,2,1988,   .,77118,0
H15345,2013,0.246575342,1,V,N,O,R,6017,2,2008,5,77122,0
H301,2012,1,0,V,V,V,U,460,2,1980,   .,77131,0
H19441,2014,0,1,V,N,O,R,600,2,1920,2,77135,0
H238,2012,1,0,V,V,V,U,236,2,1960,   .,77152,0
H239,2013,1,0,V,V,V,U,236,2,1960,   .,77152,0
H240,2014,1,0,V,V,V,U,236,2,1960,   .,77152,0
H250,2013,1,0,V,N,O,R,440,2,1960,3,77152,0
H305,2016,1,0,V,V,V,U,3450,2,1980,   .,77152,0
H17535,2012,1,0,V,N,O,R,6315,2,2008,4,77169,0
H18794,2014,1,0,V,N,O,R,5845,2,2008,8,77169,0
H13769,2013,1,1,N,V,V,U,1877,2,1988,   .,77183,0
H16814,2012,1,1,V,N,O,R,450,2,1960,5,77183,0
H18989,2013,1,1,V,N,O,R,1120,2,1955,3,77183,0
H18990,2014,1,1,V,N,O,R,1120,2,1955,3,77183,0
H12968,2016,0.99726776,1,N,V,V,U,350,2,1960,   .,77186,0
H14043,2013,1,0,N,V,V,U,420,2,1960,   .,77186,0
H16415,2014,1,0,V,N,O,R,400,2,1940,2,77186,0
H2772,2013,1,0,V,V,V,U,300,2,1960,   .,77186,1
H5742,2013,1,0,V,N,O,R,2000,2,1960,4,77186,0
H17467,2013,1,0,V,N,O,R,829,2,2009,4,77192,0
H16105,2013,1,0,V,N,O,R,540,2,1900,3,77215,0
H5450,2016,0.99726776,0,V,N,O,R,540,2,1900,3,77222,0
H13511,2012,1,1,N,V,V,U,634,2,1960,   .,77243,0
H14200,2015,1,1,N,V,V,U,1137,2,1988,   .,77243,1
H15606,2013,0.830136986,1,V,N,O,R,2100,2,1980,3,77243,0
H15681,2013,1,1,V,N,O,R,250,2,1950,3,77243,1
H18667,2012,0.49726776,1,V,N,O,R,2000,2,1950,4,77243,0
H18668,2013,1,1,V,N,O,R,2000,2,1950,4,77243,1
H4562,2014,1,1,N,V,V,U,20000,2,,   .,77249,0
H4314,2014,0.564383562,1,V,N,O,R,5102,2,1988,7,77258,0
H13799,2016,0.084699454,1,N,V,V,U,3420,2,1988,   .,77268,0
H14066,2012,1,1,N,V,V,U,5154,2,1960,   .,77284,1
H16645,2013,1,0,V,N,O,R,400,2,1820,2,77284,0
H15732,2016,0,0,V,N,O,R,2320,2,1960,1,77285,0
H13235,2013,1,0,V,N,O,R,971,2,1970,4,77288,1
H13866,2012,1,0,N,V,V,U,256,2,1960,   .,77288,0
H14431,2015,1,0,N,V,V,U,350,2,1960,   .,77288,0
H17019,2012,1,0,V,N,O,R,1002,2,1945,4,77288,1
H17021,2016,0.99726776,0,V,N,O,R,1002,2,1945,4,77288,0
H19272,2013,0.345205479,0,V,N,O,R,1306,2,2011,3,77288,0
H281,2014,1,0,V,N,O,R,6204,2,1950,5,77288,1
H2876,2012,1,0,V,V,V,U,1700,2,1988,   .,77288,0
H302,2015,1,0,V,V,V,U,1425,2,1980,   .,77288,0
H5499,2013,1,0,N,V,V,U,300,2,1960,   .,77288,0
H5500,2014,0.452054795,0,N,V,V,U,300,2,1960,   .,77288,0
H16996,2013,1,1,V,N,O,R,1540,2,1993,3,77294,0
H14432,2015,1,0,N,V,V,U,3035,2,1980,   .,77296,1
H15794,2012,1,0,V,N,O,R,2126,2,2000,2,77296,0
H19276,2013,0.331506849,0,V,N,O,R,700,2,1920,3,77305,0
H19278,2016,0.99726776,0,V,N,O,R,700,2,1920,3,77305,0
H17851,2014,1,0,V,N,O,R,4501,2,2008,3,77327,1
H17307,2013,1,0,V,N,O,R,305,2,1970,2,77333,0
H2877,2014,1,0,V,N,O,R,2100,2,1970,3,77333,0
H4350,2013,0.468493151,0,V,V,V,U,390,2,1960,   .,77333,0
H14861,2012,1,1,V,N,O,R,3800,2,1960,3,77337,1
H17157,2013,1,0,V,N,O,R,675,2,1900,3,77350,0
H17158,2015,1,0,V,N,O,R,675,2,1900,3,77350,1
H17765,2016,0.99726776,0,V,N,O,R,6325,2,1968,5,77350,1
H14789,2016,0.99726776,0,N,V,V,U,632,2,1960,   .,77371,1
H17595,2012,1,0,V,N,O,R,350,2,1930,3,77372,0
H17596,2014,1,0,V,N,O,R,350,2,1930,3,77372,1
H17597,2016,0.99726776,0,V,N,O,R,350,2,1930,3,77372,0
H17920,2013,1,0,V,N,O,R,1944,2,2002,4,77373,0
H18003,2013,1,1,V,N,O,R,3650,2,1980,5,77373,1
H18005,2016,0.191256831,1,V,N,O,R,3650,2,1980,5,77373,0
H18904,2012,0.213114754,0,V,N,O,R,332,2,1979,3,77373,0
H7039,2012,1,1,N,V,V,U,240,2,1980,   .,77373,0
H7040,2013,0.665753425,1,N,V,V,U,240,2,1980,   .,77373,0
H19689,2016,1,0,V,N,O,R,1100,2,1978,2,77378,0
H13164,2012,1,0,V,N,O,R,300,2,1930,3,77379,0
H232,2016,1,0,V,V,V,U,800,2,1960,   .,77379,0
H6094,2014,1,0,N,V,V,U,1091,2,1988,   .,77390,0
H12990,2014,1,0,N,V,V,U,2135,2,1960,   .,77407,1
H12991,2015,1,0,N,V,V,U,2135,2,1960,   .,77407,0
H16730,2014,1,1,V,N,O,R,15917,2,1970,5,77407,1
H18207,2014,1,0,V,N,O,R,500,2,1970,3,77407,0
H4453,2015,1,0,N,V,V,U,685,2,1980,   .,77431,0
H17455,2014,1,0,V,N,O,R,2650,2,2008,3,77445,0
H16712,2012,1,1,V,N,O,R,3936,2,2008,4,77449,0
H16713,2014,1,1,V,N,O,R,3936,2,2008,4,77449,1
H16714,2016,0.99726776,1,V,N,O,R,3936,2,2008,4,77449,0
H14340,2013,1,1,N,V,V,U,816,2,1980,   .,77464,0
H16078,2014,1,0,V,N,O,R,640,2,1950,4,77464,0
H17190,2012,1,1,V,N,O,R,1230,2,1970,5,77464,1
H16613,2014,1,1,V,N,O,R,3900,2,1997,5,77468,1
H14363,2012,0.543715847,1,N,V,V,U,250,2,1980,   .,77470,0
H17328,2012,1,0,V,N,O,R,960,2,2008,3,77470,0
H17329,2013,1,0,V,N,O,R,960,2,2008,3,77470,0
H19240,2014,1,0,V,N,O,R,685,2,1995,5,77470,0
H6613,2013,1,0,N,V,V,U,2250,2,1980,   .,77487,1
H16805,2013,1,1,V,N,O,R,550,2,1979,3,77514,1
H2618,2015,1,0,V,N,O,R,3500,2,1979,3,77514,0
H3630,2014,1,0,V,V,V,U,4800,2,1980,   .,77900,0
H6772,2015,1,1,N,V,V,U,550,2,1980,   .,78015,0
H16868,2014,0,1,V,N,O,R,5580,2,2008,4,78073,0
H15602,2014,0.747945205,1,V,N,O,R,426,2,1965,3,78092,0
H16834,2012,1,0,V,N,O,R,180,2,1964,2,78124,1
H16943,2013,1,0,V,N,O,R,370,2,1930,3,78124,0
H16844,2015,1,1,V,N,O,R,850,2,1960,3,78165,0
H15760,2012,1,1,V,N,O,R,378,2,1950,2,78172,0
H15761,2013,0.084931507,1,V,N,O,R,378,2,1950,2,78172,0
H16287,2015,1,0,V,N,O,R,840,2,2010,3,78172,0
H16288,2016,1,0,V,N,O,R,840,2,2010,3,78172,0
H19418,2014,1,0,V,N,O,R,420,2,1960,3,78172,0
H2331,2013,1,0,V,N,O,R,260,2,1901,3,78172,0
H1778,2015,1,1,V,N,O,R,886,2,1850,4,78190,0
H16853,2012,1,1,V,N,O,R,4212,2,1970,5,78208,1
H16871,2014,0.093150685,1,V,N,O,R,2734,2,1970,5,78208,0
H16781,2014,1,1,V,N,O,R,300,2,1950,2,78217,0
H17111,2015,1,1,V,N,O,R,883,2,1960,4,78220,1
H19995,2016,0.010928962,0,V,N,O,R,190,2,1982,3,78220,0
H17188,2015,1,1,V,N,O,R,3145,2,2011,1,78242,0
H14338,2013,1,0,N,V,V,U,1200,2,1980,   .,78245,0
H17624,2012,1,1,V,N,O,R,6000,2,1999,5,78297,1
H15624,2014,1,1,V,N,O,R,340,2,1948,3,78311,0
H16355,2015,1,1,V,N,O,R,450,2,1980,4,78311,0
H17667,2012,1,1,V,N,O,R,410,2,1910,3,78311,0
H15847,2014,1,1,V,N,O,R,890,2,1900,3,78327,0
H17694,2014,1,1,V,N,O,R,1960,2,2009,3,78354,0
H16701,2012,1,0,V,N,O,R,250,2,1930,3,78358,0
H17917,2013,1,1,V,N,O,R,3110,2,1980,5,78361,1
H18813,2012,0.341530055,0,V,N,O,R,470,2,1900,4,78361,0
H18814,2013,1,0,V,N,O,R,470,2,1900,4,78361,0
H15678,2012,1,0,V,N,O,R,9390,2,1977,9,78372,1
H15679,2014,1,0,V,N,O,R,9390,2,1977,9,78372,1
H17603,2013,0.915068493,0,V,N,O,R,12053,2,1970,>=10,78372,1
H7253,2014,1,0,V,N,O,R,16811,2,1980,>=10,78372,1
H7384,2014,1,0,V,N,O,R,10732,2,1973,>=10,78372,1
H16859,2012,1,1,V,N,O,R,1573,2,1970,5,78383,1
H16860,2012,1,1,V,N,O,R,5210,2,1970,8,78383,0
H16861,2015,0.997260274,1,V,N,O,R,5210,2,1970,8,78383,0
H16862,2016,0.994535519,1,V,N,O,R,5210,2,1970,8,78383,0
H16873,2014,0,1,V,N,O,R,3528,2,1970,5,78383,0
H17431,2012,1,1,V,N,O,R,2875,2,1970,7,78383,1
H17625,2012,1,1,V,N,O,R,2824,2,1970,3,78383,0
H17626,2013,0.747945205,1,V,N,O,R,2824,2,1970,3,78383,0
H17919,2015,1,1,V,N,O,R,2100,2,1960,4,78383,0
H6409,2016,0.99726776,0,V,N,O,R,500,2,1950,4,78402,1
H14405,2012,1,1,N,V,V,U,360,2,1988,   .,78418,0
H1714,2012,1,1,N,V,V,U,1800,2,1960,   .,78418,1
H1715,2014,0.775342466,1,N,V,V,U,1800,2,1960,   .,78418,0
H1724,2012,1,1,V,N,O,R,1800,2,1991,4,78418,1
H1725,2013,1,1,V,N,O,R,1800,2,1991,4,78418,1
H16810,2013,1,1,V,N,O,R,3224,2,1970,5,78423,0
H16825,2014,0,1,V,N,O,R,4837,2,1980,8,78423,0
H16830,2016,0.99726776,1,V,N,O,R,3000,2,1970,1,78423,0
H16831,2014,1,1,V,N,O,R,2500,2,1970,2,78423,0
H17496,2012,1,1,V,N,O,R,6738,2,1960,4,78423,1
H18397,2012,1,0,V,N,O,R,6600,2,2005,4,78423,1
H18398,2013,1,0,V,N,O,R,6600,2,2005,4,78423,1
H17552,2013,1,1,V,N,O,R,934,2,1980,4,78442,1
H16583,2014,1,1,V,N,O,R,2100,2,1970,4,78455,1
H14984,2013,0.084931507,1,N,V,V,U,2250,2,1960,   .,78481,0
H16129,2013,1,1,V,N,O,R,660,2,1950,4,78481,1
H16959,2015,1,1,V,N,O,R,4890,2,1970,5,78481,0
H16829,2012,1,1,V,N,O,R,4910,2,1970,6,78490,1
H16832,2014,0,1,V,N,O,R,2829,2,1970,4,78490,0
H16858,2012,1,1,V,N,O,R,290,2,1960,2,78490,0
H17166,2013,1,1,V,N,O,R,400,2,1970,4,78490,0
H17627,2016,0.994535519,1,V,N,O,R,4105,2,1970,5,78490,0
H16841,2013,1,1,V,N,O,R,1619,2,1960,4,78513,0
H16842,2015,1,1,V,N,O,R,1619,2,1960,4,78513,1
H18951,2012,0.177595628,1,V,N,O,R,2451,2,2004,5,78517,0
H14450,2012,1,1,N,V,V,U,2900,2,1960,   .,78545,0
H16843,2013,1,1,V,N,O,R,1228,2,2000,3,78545,1
H17056,2012,1,1,V,N,O,R,800,2,1950,3,78545,0
H17057,2013,1,1,V,N,O,R,800,2,1950,3,78545,0
H729,2016,0.99726776,0,V,V,V,U,512,2,,   .,78545,0
H16578,2013,1,1,V,N,O,R,741,2,1900,4,78551,1
H16826,2014,1,1,V,N,O,R,200,2,1970,1,78551,0
H16827,2015,1,1,V,N,O,R,200,2,1970,1,78551,0
H16828,2012,1,1,V,N,O,R,3606,2,1970,6,78551,0
H17244,2013,0.693150685,0,V,N,O,R,2887,2,2001,6,78551,1
H17829,2012,1,1,V,N,O,R,5323,2,1970,7,78551,0
H16840,2016,0.99726776,1,V,N,O,R,450,2,1970,1,78571,0
H1739,2016,1,1,N,V,V,U,680,2,1960,   .,78586,1
H7343,2012,1,1,N,V,V,U,150,2,,   .,78586,0
H18700,2012,0.75136612,1,V,N,O,R,3200,2,2000,4,78621,0
H13513,2012,1,1,N,V,V,U,500,2,1980,   .,78638,0
H13674,2013,1,1,N,V,V,U,10620,2,1960,   .,78640,0
H15277,2012,1,0,V,N,O,R,250,2,1950,2,78640,0
H15278,2013,0.043835616,0,V,N,O,R,250,2,1950,2,78640,0
H13096,2012,1,0,N,V,V,U,620,2,1960,   .,78646,0
H13097,2014,1,0,N,V,V,U,620,2,1960,   .,78646,0
H13098,2015,0.983561644,0,N,V,V,U,620,2,1960,   .,78646,0
H13111,2016,0.99726776,0,V,N,O,R,360,2,1850,3,78646,0
H14262,2013,0.367123288,1,N,V,V,U,1241,2,1960,   .,78646,0
H15476,2012,1,0,V,N,O,R,600,2,1900,4,78646,0
H16823,2012,1,1,V,N,O,R,3325,2,1980,5,78646,1
H16824,2014,0,1,V,N,O,R,3325,2,1980,5,78646,0
H16850,2015,0.997260274,1,V,N,O,R,2793,2,1970,1,78646,0
H16851,2016,0.994535519,1,V,N,O,R,2793,2,1970,1,78646,0
H19400,2016,1,0,V,N,O,R,2999,2,1964,6,78646,0
H19914,2016,0.5,0,V,N,O,R,3762,2,1964,7,78646,0
H3928,2015,1,0,N,V,V,U,600,2,,   .,78646,0
H16385,2012,1,0,V,N,O,R,725,2,2005,4,78650,0
H19308,2013,0.252054795,0,V,N,O,R,300,2,1900,3,78650,0
H7236,2015,1,0,N,V,V,U,1040,2,1988,   .,78650,0
H16869,2012,1,1,V,N,O,R,1684,2,1970,4,78688,1
H17112,2013,0.315068493,1,V,V,V,R,,2,,   .,78688,0
H16668,2013,1,1,V,N,O,R,900,2,1920,4,80182,0
H16669,2014,1,1,V,N,O,R,900,2,1920,4,80182,0
H14527,2012,1,0,N,V,V,U,2700,2,1988,   .,80228,0
H14528,2014,0.495890411,0,N,V,V,U,2700,2,1988,   .,80228,0
H16344,2014,1,0,V,N,O,R,1800,2,2005,4,80228,1
H16345,2013,1,0,V,N,O,R,2300,2,1988,2,80228,0
H17983,2015,1,0,V,N,O,R,2050,2,2004,5,80228,0
H18577,2013,1,0,V,N,O,R,2100,2,2011,4,80228,0
H18578,2015,1,0,V,N,O,R,2100,2,2011,4,80228,0
H6482,2013,0.580821918,0,V,V,V,U,360,2,1960,   .,80228,0
H6483,2012,1,0,V,N,O,R,2400,2,1970,4,80228,1
H6596,2015,1,0,V,V,V,U,840,2,,   .,80228,0
H6598,2012,1,0,V,V,V,U,3900,2,1988,   .,80228,0
H14742,2016,0.99726776,0,N,V,V,U,200,2,1960,   .,80688,0
H16342,2012,1,0,V,N,O,R,2350,2,1990,2,80688,0
H5191,2012,1,0,V,V,V,U,105,2,1988,   .,80688,0
H16652,2012,1,0,V,N,O,R,450,1,1980,3,81004,0
