Index,Employed,Bank Balance,Annual Salary,Defaulted?
8117,1,5897.4,617811,0
8118,0,13573.08,261948.96,0
8119,0,8608.44,195829.44,0
8120,0,6207.6,204820.08,0
8121,0,24462.48,146182.8,1
8122,1,10421.88,266115.36,0
8123,1,1337.04,399939,0
8124,0,19050.72,156968.28,0
8125,0,7692,260161.2,0
8126,0,23143.08,210842.4,0
8127,0,9116.16,226456.8,0
8128,1,15676.2,427833.12,0
8129,1,10898.04,561492.48,0
8130,1,10460.16,338185.44,0
8131,1,0,466538.04,0
8132,1,0,639626.52,0
8133,0,11370.36,288877.08,0
8134,1,2674.56,490199.04,0
8135,1,14850.36,371611.08,0
8136,1,15824.64,441875.04,0
8137,0,12360.6,117124.8,0
8138,1,11108.52,753178.56,0
8139,1,5109.36,505578.48,0
8140,0,22819.8,255877.92,0
8141,1,23284.44,493955.16,1
8142,0,2727.84,291386.76,0
8143,1,10038.84,614862.96,0
8144,0,11784,241770.12,0
8145,1,14241.6,632271,0
8146,0,3791.76,158233.44,0
8147,0,9221.4,257970.36,0
8148,0,11638.92,167547.96,0
8149,1,14102.28,611055.12,0
8150,0,20211.36,244130.16,0
8151,1,13447.44,582855.12,0
8152,1,9413.64,631406.52,0
8153,1,7259.76,466623.72,0
8154,1,6215.76,501064.08,0
8155,1,3243.12,503736.6,0
8156,1,9907.2,407840.4,0
8157,1,7482.24,620128.2,0
8158,1,6354.12,459943.32,0
8159,0,12177.24,146878.56,0
8160,1,3462.36,528972.36,0
8161,1,6003,205248.6,0
8162,1,6788.16,447588.96,0
8163,1,12064.08,411574.8,0
8164,1,10228.68,555850.2,0
8165,1,7357.8,411433.32,0
8166,1,10866.84,635972.76,0
8167,1,13034.16,630091.2,0
8168,1,12686.16,429684.24,0
8169,1,3034.8,329455.44,0
8170,0,16815.36,200196.6,0
8171,1,18349.56,438864.36,0
8172,0,11369.4,263349.48,0
8173,1,0,407011.08,0
8174,0,15754.92,185940.36,0
8175,1,15231.48,522974.4,0
8176,0,243.12,258363.96,0
8177,1,0,369822.12,0
8178,1,423.84,640887.24,0
8179,1,10767.72,377591.52,0
8180,1,12522.6,460723.32,0
8181,1,13983.84,401205.96,0
8182,1,15593.64,661985.64,0
8183,1,8109.36,261096.24,0
8184,0,14428.68,246607.68,0
8185,1,14281.92,368956.56,0
8186,0,6420.12,166912.68,0
8187,1,2330.28,517806,0
8188,1,5167.44,554191.92,0
8189,1,12575.16,717187.2,0
8190,1,2649.48,317439.48,0
8191,0,17927.64,289512.36,1
8192,0,10279.92,186277.2,0
8193,0,19626,127158.36,0
8194,1,7999.32,590580.24,0
8195,1,18754.08,591636.12,1
8196,1,3070.68,585998.76,0
8197,1,7228.32,645606.6,0
8198,1,19191.72,345905.64,0
8199,1,1811.4,443082.6,0
8200,1,16665.84,425529.6,0
8201,1,1055.4,575096.4,0
8202,0,23229.96,215637.6,0
8203,0,15471.84,92134.8,0
8204,1,10463.88,545963.4,0
8205,1,16004.4,532339.44,0
8206,1,2174.16,448561.68,0
8207,1,9494.16,578480.76,0
8208,1,830.16,294672.24,0
8209,1,11290.68,658069.44,0
8210,0,4154.64,214398.36,0
8211,1,2578.2,475550.4,0
8212,0,8121.96,203983.8,0
8213,1,7152,449005.68,0
8214,0,11992.68,284263.8,0
8215,1,17364.48,269203.68,0
8216,1,5569.2,537238.32,0
8217,1,10471.68,356990.04,0
8218,1,4580.4,300133.2,0
8219,0,10398,291152.28,0
8220,0,14920.08,283617,0
8221,1,14211.72,451200.96,0
8222,0,9088.92,303717.24,0
8223,1,11271.12,674709.84,0
8224,1,6729.24,737674.32,0
8225,1,11655.36,322239.6,0
8226,1,6224.16,361815.96,0
8227,1,10011.12,336274.08,0
8228,0,6547.08,233451.96,0
8229,1,12688.2,475813.44,0
8230,0,8646.24,242675.4,0
8231,1,15426.24,449311.68,0
8232,0,4876.08,361061.28,0
8233,1,12286.68,400712.52,0
8234,1,4274.88,255829.08,0
8235,1,7885.08,380695.56,0
8236,0,14022.6,309627.36,0
8237,1,4138.56,314727.96,0
8238,0,6424.08,291225.96,0
8239,0,14675.64,256480.2,0
8240,0,7963.2,257238.24,0
8241,0,7098.48,251537.64,0
8242,0,11300.64,280355.76,0
8243,1,5214.48,427440.84,0
8244,1,21650.28,277152.96,1
8245,1,,410735.4,0
8246,1,,340275,0
8247,1,7037.64,626446.32,0
8248,1,8489.28,508893,0
8249,1,17899.68,733157.88,0
8250,0,6674.16,259809.96,0
8251,1,8197.8,533274.36,0
8252,0,8053.56,142289.76,0
8253,1,12242.4,523113.96,0
8254,0,14196.84,158530.56,0
8255,0,13530.48,231875.64,0
8256,1,18551.76,392303.04,0
8257,1,13372.8,530346.48,0
8258,1,10122,503007.84,0
8259,1,12572.04,412958.4,0
8260,0,9726.48,207027,0
8261,0,6013.32,317108.4,0
8262,0,12379.68,257185.8,0
8263,1,4322.64,528986.28,0
8264,1,14817.96,481865.4,0
8265,1,26841.12,445366.56,1
8266,1,9010.08,384416.52,0
8267,1,2783.64,509591.52,0
8268,1,19398,501904.8,0
8269,1,11781.6,595739.04,0
8270,1,6456.24,327414.12,0
8271,1,1635.72,585595.8,0
8272,1,7379.28,370865.76,0
8273,0,9888.48,139910.28,0
8274,1,4716.72,529792.68,0
8275,0,9112.8,224318.28,0
8276,0,20925.6,210492,0
8277,0,7454.04,210044.28,0
8278,1,16326.6,656461.56,0
8279,1,3042.24,450074.52,0
8280,1,16707.96,584514.36,0
8281,1,18099,522300.6,0
8282,0,21886.44,233375.64,0
8283,1,0,473082.12,0
8284,1,8744.04,438686.76,0
8285,1,17654.4,677725.56,0
8286,1,11607.12,386419.56,0
8287,1,7688.52,465508.32,0
8288,0,6714.84,188644.56,0
8289,0,15097.32,240126.96,0
8290,1,13522.68,393246.96,0
8291,1,16095.12,555166.68,0
8292,1,9013.2,603481.68,0
8293,1,3911.16,687759.36,0
8294,0,10870.8,243422.76,0
8295,1,8395.2,588423,0
8296,1,11957.4,616725.48,0
8297,0,12410.04,285900.36,0
8298,0,17575.68,177162.72,0
8299,1,3368.64,484591.2,0
8300,1,8710.44,501512.04,0
8301,0,13951.08,185029.32,0
8302,0,2324.64,216030.6,0
8303,1,8918.16,603011.04,0
8304,1,16846.08,518700.48,0
8305,1,5521.68,632502.72,0
8306,1,14618.64,435481.92,0
8307,1,10847.88,620463.24,0
8308,0,17684.4,237114,0
8309,1,6306.24,609167.76,0
8310,0,22497.84,179493.84,1
8311,1,8407.44,504286.68,0
8312,0,13976.04,279565.92,0
8313,0,21645.24,278421.96,0
8314,0,5420.52,269797.2,0
8315,1,13223.76,434782.2,0
8316,0,16125.36,338376.12,0
8317,1,7277.28,466764.96,0
8318,1,,544567.92,0
8319,0,,251560.56,0
8320,1,13689.84,437940.72,0
8321,1,19171.8,510181.08,0
8322,0,6262.08,123796.08,0
8323,0,10050.24,158589.48,0
8324,1,4683.72,507867,0
8325,0,9677.76,265524.96,0
8326,1,10683.24,460513.08,0
8327,0,2848.56,256520.16,0
8328,0,9700.8,141648.36,0
8329,1,8332.68,553546.32,0
8330,1,5907,505718.4,0
8331,0,5527.2,155268.12,0
8332,0,10061.52,237670.56,0
8333,1,8110.08,458087.16,0
8334,1,7505.04,568874.88,0
8335,1,545.76,331188.84,0
8336,1,5697.24,369599.4,0
8337,1,12297.84,553363.8,0
8338,1,8353.32,483904.56,0
8339,0,11442.36,309847.08,0
8340,1,13726.32,608283.12,0
8341,0,8201.28,271145.4,0
8342,1,7735.2,363318.84,0
8343,0,24416.04,205607.64,1
8344,0,16145.88,146824.68,0
8345,0,15685.08,216990.6,0
8346,1,8466,630708.36,0
8347,1,,572706.24,0
8348,1,6014.04,427977.72,0
8349,1,11898.24,369306.24,0
8350,0,11480.28,235134.6,0
8351,1,4243.8,368715.48,0
8352,1,10067.04,574373.04,0
8353,0,4243.8,246378,0
8354,0,9014.88,197700.36,0
8355,1,11893.92,513212.28,0
8356,0,13157.88,214275.24,0
8357,1,19869.36,307677.48,1
8358,1,,426929.16,0
8359,0,5827.8,193199.04,0
8360,1,10205.64,412412.16,0
8361,0,,212350.08,0
8362,0,9199.68,260625.72,0
8363,1,3710.16,374784.84,0
8364,1,2935.92,351301.44,0
8365,0,12158.64,235815.12,1
8366,1,4291.08,582780.24,0
8367,0,22898.88,211711.56,0
8368,1,17389.68,485945.64,0
8369,1,5573.04,458840.88,0
8370,1,17900.52,487649.4,0
8371,1,3082.68,468238.56,0
8372,1,,420311.64,0
8373,1,,286921.68,0
8374,1,9811.44,524469.84,0
8375,0,10659.72,274819.56,0
8376,1,14889,618135.6,0
8377,1,9943.68,131382,0
8378,0,11518.2,221781,0
8379,1,15377.4,586048.56,0
8380,0,18932.16,143417.76,0
8381,0,17329.32,257292.12,0
8382,0,7772.04,163420.2,0
8383,1,8641.92,523850.76,0
8384,1,769.8,575628.12,0
8385,0,6552.36,259383.24,0
8386,0,13225.56,168119.28,0
8387,1,15534.24,336012.6,0
8388,1,4095.84,405700.08,0
8389,1,4792.68,208185.36,0
8390,1,8524.68,377800.2,0
8391,1,17610.84,320373.48,0
8392,0,3393.96,160452.72,0
8393,1,6530.76,553794.12,0
8394,1,19030.32,512513.88,0
8395,1,,345413.64,0
8396,1,12401.16,523137.12,0
8397,1,13572.6,466010.88,0
8398,1,6531.48,293729.64,0
8399,1,13400.64,404594.16,0
8400,1,25863.48,417447,1
8401,1,8784.72,473201.76,0
8402,1,7099.68,406227.72,0
8403,1,,759015.72,0
8404,1,5446.2,334383.36,0
8405,1,2040.84,324066.96,0
8406,1,11000.76,446553.72,0
8407,1,7336.08,460671.36,0
8408,1,3103.56,399935.28,0
8409,0,4291.2,217692,0
8410,1,9758.04,591292.56,0
8411,1,20916.72,267697.56,1
8412,1,9621.6,554187.12,0
8413,1,8096.88,312725.88,0
8414,1,5165.88,479053.68,0
8415,1,16236,409068.36,0
8416,0,12490.56,233133.72,0
8417,1,15669.24,412945.44,0
8418,1,15537.12,452548.68,0
8419,0,6999.6,284332.44,0
8420,0,16911.6,258102,0
8421,1,10634.64,485842.32,0
8422,1,6187.44,475663.68,0
8423,1,22395.6,704530.68,0
8424,1,7892.52,494697.6,0
8425,1,3242.64,589536.48,0
8426,1,11440.68,248992.08,0
8427,1,7562.64,299030.16,0
8428,0,24295.92,115965.48,1
8429,0,5964.72,277429.68,0
8430,1,584.76,455494.8,0
8431,1,5280.24,592301.16,0
8432,1,14615.4,527952.12,0
8433,0,14447.76,258291.84,0
8434,0,17926.44,187519.92,0
8435,1,,576307.44,0
8436,1,14459.4,566015.28,0
8437,1,11348.04,479138.88,0
8438,0,9691.2,203116.44,0
8439,1,6172.56,247587.24,0
8440,1,17920.32,618121.8,0
8441,1,8858.64,302213.64,0
8442,0,5422.92,267795.12,0
8443,1,11964.36,427096.68,0
8444,1,12984.84,367529.52,0
8445,0,12016.2,231779.04,0
8446,1,12703.56,592560.96,0
8447,1,2944.2,512436.24,0
8448,1,6952.56,387555.12,0
8449,1,14171.28,424225.8,0
8450,1,11628.96,542308.08,0
8451,1,,534735.96,0
8452,0,8570.16,239950.32,0
8453,1,,436554.24,0
8454,0,1210.2,207781.56,0
8455,1,22278.36,401985.96,0
8456,1,7445.52,492709.2,0
8457,1,21789.48,379590.96,1
8458,1,18097.8,373212.96,0
8459,1,14051.04,464549.04,0
8460,1,24762.84,448473.12,1
8461,0,3418.08,245734.08,0
8462,1,10541.4,354741.36,0
8463,0,20889.24,217934.88,1
8464,1,23932.8,537532.08,1
8465,1,15482.16,513767.76,0
8466,1,5296.08,671651.04,0
8467,0,21484.92,275441.16,0
8468,1,9855,824663.64,0
8469,1,4092.48,483065.64,0
8470,1,2603.52,380915.88,0
8471,1,578.88,450436.32,0
8472,1,6016.32,598767.6,0
8473,1,3209.04,289854.12,0
8474,1,7483.44,648098.4,0
8475,1,9032.88,464061.48,0
8476,1,,463990.44,0
8477,1,4957.32,765522.72,0
8478,1,10745.28,313657.2,0
8479,0,1531.92,167306.88,0
8480,1,16340.88,603868.32,1
8481,1,7111.32,661498.32,0
8482,0,11374.2,264575.04,0
8483,1,9410.04,567872.28,0
8484,1,11427.72,263881.08,0
8485,1,5379.12,316210.44,0
8486,1,3793.44,447875.16,0
8487,0,14953.44,118160.4,0
8488,1,8168.52,507796.8,0
8489,1,14499.6,461532.6,0
8490,1,15509.16,611886.96,1
8491,1,7963.32,577074.24,0
8492,1,5227.08,465966.24,0
8493,1,6950.28,434181.72,0
8494,0,9828.36,265112.64,0
8495,1,7236.24,614757.48,0
8496,0,31851.84,263164.68,1
8497,0,,279299.76,0
8498,0,17844.48,256948.2,0
8499,1,17601.24,562500.96,0
8500,1,14021.88,487386.84,0
8501,0,7107.6,236939.76,0
8502,0,15071.64,261092.16,0
8503,1,4677.48,644225.64,0
8504,1,7251.6,465102.6,0
8505,1,11284.68,406497.72,0
8506,1,3954.24,457807.56,0
8507,1,17580.36,223202.52,0
8508,0,21807.36,249017.16,0
8509,0,12660.72,194090.52,0
8510,0,6432.12,283049.88,0
8511,1,9809.64,503939.16,0
8512,1,14934.72,433893.84,0
8513,1,11797.56,239827.2,0
8514,1,7737.6,387579.72,0
8515,1,10763.76,429069,0
8516,1,6327.24,498887.76,0
8517,1,,613470.24,0
8518,0,17135.28,151995.12,0
8519,0,15149.76,187635.12,0
8520,1,15399.36,556030.08,0
8521,1,5874.24,273008.28,0
8522,1,10646.4,499697.4,0
8523,1,3936.12,462004.8,0
8524,0,18257.88,216226.8,0
8525,1,3912.48,305976.12,0
8526,1,21803.64,358766.16,0
8527,1,18408.12,426795.24,0
8528,0,19885.32,130227.48,0
8529,1,15245.52,433111.08,0
8530,1,6726.12,303048.48,0
8531,1,,341889.24,0
8532,1,8375.16,428479.92,0
8533,1,17046.12,449252.88,0
8534,1,8348.04,443731.68,0
8535,0,2553.84,294191.76,0
8536,0,11152.92,278841,0
8537,1,20113.32,303806.04,0
8538,1,6863.52,299184.12,0
8539,1,4260.24,435934.56,0
8540,0,15785.04,259805.04,0
8541,0,12083.88,214008.72,0
8542,1,3992.04,275263.08,0
8543,1,19470,470742.48,1
8544,1,,316734.6,0
8545,1,13579.2,238725.24,0
8546,1,,539773.8,0
8547,1,17924.88,392914.32,0
8548,1,569.04,354814.32,0
8549,1,1844.52,651978.36,0
8550,1,5508,253990.44,0
8551,0,15129.96,268467.48,0
8552,0,12965.76,224895.84,0
8553,1,21769.32,395734.92,0
8554,0,20878.08,259116.12,0
8555,1,,605957.64,0
8556,1,11801.88,249942.36,0
8557,1,,338113.44,0
8558,0,1666.92,156070.8,0
8559,1,10444.2,508765.2,0
8560,0,7013.88,168208.68,0
8561,0,18104.4,304059.12,0
8562,0,15389.64,303655.08,0
8563,1,6260.88,340818,0
8564,1,13808.16,460107.48,0
8565,0,12130.2,197145,0
8566,0,20955.6,294438.6,0
8567,1,16587.24,228288,0
8568,1,5997.84,376031.52,0
8569,1,4076.16,519707.64,0
8570,1,3043.56,602838.12,0
8571,1,8282.28,393134.76,0
8572,1,8916.6,402672.24,0
8573,1,8838,589432.2,0
8574,0,7014.24,235495.08,0
8575,0,15320.28,231389.28,1
8576,1,4798.56,567492.24,0
8577,1,2186.88,551255.76,0
8578,1,8924.04,450510.96,0
8579,1,8773.2,319864.92,0
8580,1,7388.76,464245.44,0
8581,1,5989.8,676123.32,0
8582,1,9420.36,547187.04,0
8583,0,11631,202368.48,0
8584,1,10097.88,520463.04,0
8585,1,2174.04,422110.8,0
8586,1,9739.2,459884.64,0
8587,1,19507.68,780320.88,0
8588,1,11546.64,527688.72,0
8589,1,7404.36,400429.08,0
8590,0,5747.04,236762.28,0
8591,1,12213,362734.32,0
8592,1,8502,421042.8,0
8593,1,5080.92,490132.08,0
8594,1,,357301.92,0
8595,0,11228.28,304347.84,0
8596,1,,620632.44,0
8597,0,21094.2,209118.24,0
8598,1,8802.6,367658.64,0
8599,0,12604.92,200952.72,0
8600,1,309.6,529100.28,0
8601,1,7752.96,440243.52,0
8602,1,8345.64,306538.68,0
8603,1,6438.24,343553.52,0
8604,1,6507.36,629366.64,0
8605,1,9741.24,552915.6,0
8606,0,10941.12,252990.6,0
8607,1,7455.6,605699.76,0
8608,1,6592.68,469577.88,0
8609,1,11151.6,510040.92,0
8610,1,1855.92,536572.44,0
8611,1,434.88,588911.76,0
8612,1,8623.2,469893.48,0
8613,1,4549.2,376211.16,0
8614,1,10852.08,370689,0
8615,1,12347.52,224416.92,0
8616,1,4121.88,815164.08,0
8617,1,4509.6,255570.96,0
8618,0,6027.12,162873,0
8619,0,14778.72,188732.04,0
8620,1,5482.44,658729.92,0
8621,0,13345.56,272513.16,0
8622,1,12764.52,437701.2,0
8623,0,10749.84,237907.56,0
8624,1,16885.08,524135.76,0
8625,1,5022,358277.64,0
8626,1,8218.92,177084,0
8627,1,7800.6,553655.16,0
8628,1,5945.04,320889.24,0
8629,1,8386.92,324018.6,0
8630,1,10173.24,506323.2,0
8631,1,14221.92,429520.2,0
8632,1,15787.32,657996.72,0
8633,1,,393711.96,0
8634,1,7549.08,387563.16,0
8635,1,3920.04,606749.88,0
8636,1,,429303.84,0
8637,1,11391.36,323528.88,0
8638,1,12932.76,604018.2,0
8639,1,15074.28,380474.16,0
8640,1,16280.76,451968.48,0
8641,1,6769.56,452349.36,0
8642,1,9527.64,503179.08,0
8643,0,4948.68,118705.56,0
8644,0,9728.04,239108.88,0
8645,0,15286.08,187123.68,0
8646,1,16640.04,675905.4,0
8647,0,6896.04,273772.2,0
8648,0,19369.68,136011.48,0
8649,1,,547713.12,0
8650,1,11400,392114.76,0
8651,0,7425.12,219567.96,0
8652,1,16898.16,569953.92,0
8653,1,5591.04,493607.4,0
8654,1,11435.16,538733.28,0
8655,0,211.32,164877,0
8656,0,11878.56,280998,0
8657,0,21806.04,295212.48,0
8658,1,8962.08,495533.4,0
8659,1,6588.72,702472.92,0
8660,0,11916.6,246462.6,0
8661,0,17369.04,199901.04,0
8662,0,7178.64,237534.96,0
8663,0,959.88,172689.72,0
8664,1,7695,375678.36,0
8665,0,6754.08,300816.6,0
8666,0,5378.88,282490.68,0
8667,0,13616.4,240816.24,0
8668,1,19790.52,505784.88,0
8669,0,9812.16,268078.68,0
8670,0,11377.8,217288.32,0
8671,0,14160.24,238454.52,0
8672,1,9134.28,656181.96,0
8673,1,5046,699170.52,0
8674,0,22096.92,216008.4,0
8675,1,1232.64,164632.32,0
8676,1,3187.08,298000.08,0
8677,1,18706.32,543071.64,0
8678,0,2647.92,241782.96,0
8679,1,3910.44,420183.24,0
8680,1,15269.76,512055.84,0
8681,1,10874.76,560582.76,0
8682,1,12849.72,431753.64,0
8683,0,,186864.24,0
8684,1,8665.56,272030.88,0
8685,1,17439.48,520449.12,0
8686,1,14487.48,404057.52,0
8687,1,13418.64,391594.92,0
8688,1,15383.04,681341.04,0
8689,0,10548,144658.32,0
8690,1,8821.2,616844.64,0
8691,1,10972.08,521522.04,0
8692,1,49.8,272666.64,0
8693,1,12763.08,456687.96,0
8694,1,3982.08,447176.28,0
8695,1,10062.96,522015.12,0
8696,1,5019.6,596040.24,0
8697,1,6467.28,279471.36,0
8698,0,25605,236106.12,0
8699,1,19815.84,408295.92,0
8700,0,13835.64,156432.84,0
8701,0,12783.12,199907.4,0
8702,1,5839.8,370063.56,0
8703,0,9249.96,226760.76,0
8704,1,14429.52,513823.68,0
8705,1,3885.6,414917.88,0
8706,1,24754.44,370070.16,1
8707,1,12699.36,471774.12,0
8708,1,9552.36,461326.8,0
8709,0,16557.24,186112.92,0
8710,1,14415.96,287633.4,0
8711,1,13369.44,484319.64,0
8712,1,9859.32,608270.28,0
8713,1,12959.64,518589.72,0
8714,0,7956,144100.08,0
8715,0,16124.4,326020.92,0
8716,0,6641.52,256301.04,0
8717,1,5675.4,765117.48,0
8718,0,21678.6,211778.4,0
8719,0,10262.76,184184.52,0
8720,0,9486.6,246825.96,0
8721,1,16561.68,577053.96,0
8722,1,18270.36,369186.72,0
8723,0,11608.2,176701.68,0
8724,0,10634.64,153552.72,0
8725,1,15883.56,225849.48,1
8726,1,16215.96,559960.68,0
8727,1,3528.24,709542,0
8728,1,21072.6,629971.08,0
8729,1,5274,561419.28,0
8730,1,8709.36,426043.68,0
8731,1,12599.4,518067.96,0
8732,1,13663.56,443741.52,0
8733,1,6818.64,478478.88,0
8734,1,,517923.84,0
8735,1,6872.04,507423.48,0
8736,1,15244.68,516387.24,0
8737,1,17333.16,229840.08,0
8738,1,23119.2,710693.4,1
8739,1,1223.88,334915.56,0
8740,1,6566.04,443628,0
8741,1,10891.56,342925.2,0
8742,1,3394.68,505584.84,0
8743,0,9743.64,154238.16,0
8744,0,15661.2,246882.6,0
8745,0,6407.04,256688.28,0
8746,0,17047.2,242373.72,0
8747,1,1071.72,478985.4,0
8748,1,10068.48,439988.4,0
8749,1,6265.8,488605.92,0
8750,1,5864.64,558038.04,0
8751,0,11799.24,294651.24,0
8752,1,5312.04,527901.72,0
8753,0,11731.08,211652.76,0
8754,0,3807.24,213618.48,0
8755,1,12405.12,262046.88,0
8756,1,7551.84,625075.56,0
8757,1,15939.96,478531.32,0
8758,0,17836.56,229972.2,0
8759,1,9126.6,239494.08,0
8760,0,14450.88,231634.8,0
8761,0,16413.48,149391.36,0
8762,1,2715.6,411663.12,0
8763,1,10829.04,454867.56,0
8764,1,5544,397888.32,0
8765,1,12868.56,239502.48,0
8766,1,5088.6,300982.08,0
8767,1,10153.56,357745.08,0
8768,0,11419.08,145958.16,0
8769,1,12957.84,532688.64,0
8770,0,16748.04,256495.08,0
8771,1,9946.68,630730.92,0
8772,1,9958.56,488997.48,0
8773,1,19514.04,393932.4,0
8774,1,12691.56,446757.72,0
8775,1,8750.76,427602,0
8776,0,1858.56,248225.52,0
8777,1,18997.2,184205.52,0
8778,1,,489200.4,0
8779,1,6342.84,506992.32,0
8780,1,9709.2,297846.36,0
8781,0,1585.2,240788.64,0
8782,0,25792.08,181125.96,0
8783,1,5972.76,319093.32,0
8784,1,5870.04,322508.64,0
8785,0,7158.48,114225.96,0
8786,0,22596.84,287878.68,0
8787,0,8976.72,208353.72,0
8788,1,12563.04,508518,0
8789,1,3721.56,452366.64,0
8790,0,12786.24,253550.76,0
8791,0,13164.84,246769.56,0
8792,1,13858.32,691691.04,0
8793,1,24588.36,630826.92,1
8794,1,16783.8,410328.96,0
8795,1,1564.2,646233.12,0
8796,1,16801.92,628121.76,0
8797,1,,620885.04,0
8798,0,6627.96,255150.84,0
8799,1,,698796.24,0
8800,1,2959.68,227444.04,0
8801,1,,458999.76,0
8802,0,7866.12,189257.88,0
8803,0,1204.32,167287.2,0
8804,0,13236,304627.2,0
8805,0,11138.76,251192.28,0
8806,1,6111.84,218653.8,0
8807,0,5043.12,296448,0
8808,1,3692.76,577482.6,0
8809,1,8796.96,480673.2,0
8810,1,10218.72,398534.16,0
8811,1,15604.08,570966.48,0
8812,0,2447.64,197204.04,0
8813,0,18690.36,205587.72,0
8814,1,,496318.68,0
8815,1,13637.52,572655.24,0
8816,1,11834.16,417371.4,0
8817,1,5433.96,754949.28,0
8818,1,9305.88,552310.44,0
8819,0,11112.96,211929.72,0
8820,1,12899.88,334017.48,0
8821,1,10133.64,534220.8,0
8822,1,4698.72,549870.24,0
8823,0,15396.36,187656.12,0
8824,0,16118.88,84384.72,0
8825,0,12593.04,189784.08,0
8826,0,8747.88,208326.24,0
8827,0,14437.2,239614.32,0
8828,1,2655.96,381170.4,0
8829,1,1790.64,438603.96,0
8830,1,5695.56,338195.76,0
8831,0,11549.64,175273.08,0
8832,1,13994.52,435896.16,0
8833,0,26491.2,237369.12,1
8834,0,14939.04,291496.92,0
8835,1,10961.4,633518.16,0
8836,1,15786.72,425480.4,1
8837,1,968.52,451818.84,0
8838,0,8942.64,296274.24,0
8839,1,18061.08,516433.44,0
8840,0,10841.28,156337.8,0
8841,1,3011.88,402822.36,0
8842,1,10285.8,416295.84,0
8843,1,1115.76,595303.08,0
8844,1,16359.72,424652.4,0
8845,1,1762.8,502466.04,0
8846,0,24174,188747.28,0
8847,1,13349.64,518418.24,0
8848,0,2845.92,302639.76,0
8849,1,12220.44,572679.96,0
8850,1,1803.6,476762.04,0
8851,1,12889.44,570214.44,0
8852,1,,361181.04,0
8853,0,14471.4,155409.84,0
8854,0,8559,246598.2,0
8855,1,16222.2,482135.52,0
8856,1,3056.76,644361.96,0
8857,0,10107.12,279722.76,0
8858,1,4691.76,565001.16,0
8859,0,7673.64,147880.2,0
8860,0,6171.96,329327.76,0
8861,1,9499.92,577531.56,0
8862,0,14459.04,136069.92,0
8863,1,12006.36,644171.76,0
8864,0,9723.72,194981.52,0
8865,1,9574.44,524604.84,0
8866,1,,557535.84,0
8867,1,11881.68,576487.2,0
8868,0,3408.6,184228.32,0
8869,1,12963.84,578720.76,0
8870,1,17207.88,238379.76,0
8871,1,9515.64,344096.04,0
8872,1,16223.52,289632.84,0
8873,1,6344.16,479102.16,0
8874,1,8304.6,475042.2,0
8875,1,13026.24,440955.84,0
8876,1,6812.4,607719.84,0
8877,1,14280.72,503590.56,0
8878,0,3472.32,188586,0
8879,1,17281.56,340441.2,0
8880,1,4478.16,369912.96,0
8881,1,8798.4,463104.48,0
8882,0,13147.32,125408.88,0
8883,1,13411.56,743280.24,0
8884,1,6060.24,523905.72,0
8885,0,2761.92,297320.28,0
8886,1,7041.36,391468.56,0
8887,0,6165.6,186485.4,0
8888,0,14553.12,164674.8,0
8889,1,6941.76,540794.52,0
8890,1,14754.24,717060.36,0
8891,0,21958.92,252227.52,0
8892,0,11679.12,203815.32,0
8893,1,8287.68,323872.68,0
8894,1,9380.04,593130.24,0
8895,1,7826.4,436179.6,0
8896,1,9155.04,603526.44,0
8897,0,10123.68,215907.84,0
8898,0,15794.52,195931.56,0
8899,0,6718.8,112293.12,0
8900,1,4260.36,635121.36,0
8901,1,19622.4,378493.08,0
8902,1,8362.8,767427.72,0
8903,1,5328.48,574292.52,0
8904,1,19026.36,588137.04,0
8905,1,15864.96,586878.24,0
8906,1,11300.88,414715.8,0
8907,0,17112.12,249356.16,0
8908,0,16310.52,306581.88,1
8909,1,18054.84,440368.8,0
8910,1,579.24,384973.08,0
8911,1,,568719.96,0
8912,0,9628.44,227994.36,0
8913,1,7211.28,526154.52,0
8914,1,17280.36,501777.6,0
8915,0,14210.4,278827.92,0
8916,1,382.32,404431.8,0
8917,1,6964.56,668691.24,0
8918,0,7103.88,105782.16,0
8919,1,10987.08,452642.28,0
8920,1,24083.88,600402.36,1
8921,0,14599.08,217687.44,0
8922,1,11651.16,552622.44,0
8923,1,7976.64,443982.84,0
8924,1,10486.56,554446.92,0
8925,1,5331.36,682574.52,0
8926,1,7701.12,538292.4,0
8927,0,13275.84,254424.36,0
8928,1,7398.6,553286.52,0
8929,1,13972.32,465116.76,0
8930,1,9943.92,341132.04,0
8931,1,279.6,455706.48,0
8932,1,8609.16,543213.84,0
8933,1,2010.96,589047.12,0
8934,1,9862.2,424300.68,0
8935,1,9236.04,472817.76,0
8936,1,,448121.04,0
8937,1,12464.4,405404.52,0
8938,0,12601.8,203565.72,0
8939,0,11131.56,247689.24,0
8940,1,12176.64,465369.48,0
8941,0,16697.28,140227.8,0
8942,1,3485.76,572690.88,0
8943,1,7877.16,318619.2,0
8944,1,17479.68,289069.2,0
8945,0,14888.64,236433.6,0
8946,1,7639.32,382446.6,0
8947,1,19980.48,579546.36,0
8948,1,9911.52,379939.56,0
8949,1,,739302.36,0
8950,0,13825.44,223732.8,0
8951,0,8532.48,264001.32,0
8952,1,14652.96,352446.96,0
8953,1,9375.48,440934.84,0
8954,1,,500054.52,0
8955,1,11031.6,406396.32,0
8956,1,1871.88,601630.2,0
8957,1,,511399.2,0
